rowid,pl_name,hostname,pl_letter,k2_name,epic_hostname,epic_candname,hd_name,hip_name,tic_id,gaia_id,default_flag,disposition,disp_refname,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_tsystemref,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_icmag,sy_tmag,sy_kepmag,rowupdate,pl_pubdate,releasedate,pl_nnotes,k2_campaigns,k2_campaigns_num,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec
1708,EPIC 251390801.01,EPIC 251390801,,,EPIC 251390801,EPIC 251390801.01,,,TIC 138687671,Gaia DR2 688039883780952576,1,FALSE POSITIVE,Yu et al. 2018,1,0,0,0,Transit,2018,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,2018-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.592255,,,,,,,,,,,,,,,,,,2458095.479,BJD,0,,31.2313,1.9608,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5660.49,1.05,1.01,-0.201,[M/H],0.007,4.4,,1.2366,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h06m37.84s,136.6576761,+24d12m13.57s,24.2037699,39.67995,202.94069,7.30411,131.97152,6.6613156,2.06754,6.33233,539.859,1.82373,14.439,13.569,12.09,11.748,11.656,15.5114,14.2043,13.7347,13.8073,13.4333,11.67,11.699,11.569,8.93,13.3864,,12.9208,13.319,2/26/2019,2018-07,2/26/2019,0,16,1,0,0,0,0,0
1709,EPIC 251393748.01,EPIC 251393748,,,EPIC 251393748,EPIC 251393748.01,,,TIC 138660308,Gaia DR2 688056135937165312,1,FALSE POSITIVE,Yu et al. 2018,1,0,0,0,Transit,2018,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,2018-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,8.07181,,,,,,,,,,,,,,,,,,2458099.663,BJD,0,,19.0291,3.2304,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5709.51,1.24,1.02,-0.116,[M/H],0.169,4.26,,0.7508,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h04m47.13s,136.196376,+24d24m10.02s,24.4027825,39.33083,202.54232,7.37237,131.50761,15.4187891,-14.7618,-4.4529,235.631,4.21621,11.719,11.291,10.079,9.788,9.709,15.0705,11.713,11.2202,11.0768,13.2445,9.66,9.706,9.624,8.471,11.1626,,10.7095,11.256,2/26/2019,2018-07,2/26/2019,0,16,1,0,0,0,0,0
1710,EPIC 251393916.01,EPIC 251393916,,,EPIC 251393916,EPIC 251393916.01,,,TIC 138660558,Gaia DR2 688061461696610048,1,FALSE POSITIVE,Yu et al. 2018,1,0,0,0,Transit,2018,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,2018-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.678473,,,,,,,,,,,,,,,,,,2458095.538,BJD,0,,5.8984,1.812,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5744.27,1.59,1.03,-0.279,[M/H],0.393,4.05,,0.3632,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h05m12.64s,136.3026696,+24d24m45.15s,24.412541,39.42657,202.56467,7.40976,131.59818,5.7514477,-5.69625,0.794913,1862.01,0.492823,15.9,15.25,14.089,13.755,13.693,16.7797,15.5164,15.0734,14.9247,14.8739,13.661,13.664,12.002,8.779,15.1204,,14.6867,15.093,2/26/2019,2018-07,2/26/2019,0,16,1,0,0,0,0,0
1711,EPIC 251394139.01,EPIC 251394139,,,EPIC 251394139,EPIC 251394139.01,,,TIC 126369442,Gaia DR2 688243396511701632,1,FALSE POSITIVE,Yu et al. 2018,1,0,0,0,Transit,2018,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,2018-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,26.286249,,,,,,,,,,,,,,,,,,2458110.277,BJD,0,,11.0497,8.7024,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5980.95,1.31,1.1,-0.34,[M/H],0.299,4.24,,0.6825,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h04m17.48s,136.0728142,+24d25m32.82s,24.4257827,39.22901,202.47369,7.36185,131.3923,37.5805328,-35.8517,-11.2673,355.016,2.78875,12.244,11.923,10.675,10.362,10.295,14.9001,12.2191,11.8105,11.6747,12.5729,10.227,10.254,10.168,8.732,11.7253,,11.308,11.763,2/26/2019,2018-07,2/26/2019,0,16,1,0,0,0,0,0
1712,EPIC 251399501.01,EPIC 251399501,,,EPIC 251399501,,,,TIC 126323200,Gaia DR2 688307889740478080,1,CANDIDATE,Zink et al. 2021,1,0,0,0,Transit,2021,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210902675Z/abstract target=ref>Zink et al. 2021</a>,2021-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210902675Z/abstract target=ref>Zink et al. 2021</a>,11.634988,,2.605,0.232,,,,,,,,,,,,,,,2458105.158,BJD,0,0.351,,4.4,19.34,0.0218,,,,,,,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210902675Z/abstract target=ref>Zink et al. 2021</a>,F2,6020,1.1,0.89,-0.278,[Fe/H],,4.31,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h01m05.52s,135.273,+24d45m26.42s,24.7573387,38.62095,201.80687,7.47077,130.5938,30.7636978,-13.7787,27.5055,348.182,2.8444,12.83,12.185,11.069,10.798,10.761,14.9467,12.4868,12.1265,12.0054,13.2989,10.696,10.754,10.798,8.607,12.0412,,11.6428,12.095,11/19/2021,2021-09,11/19/2021,0,16,1,0,0,0,0,0
1713,EPIC 251404897.01,EPIC 251404897,,,EPIC 251404897,EPIC 251404897.01,,,TIC 284993262,Gaia DR2 688188317850765824,1,FALSE POSITIVE,Yu et al. 2018,1,0,0,0,Transit,2018,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,2018-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.660085,,,,,,,,,,,,,,,,,,2458095.703,BJD,0,,27.3793,1.9608,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4401,1.16,0.69,,,-0.342,4.15,,0.6221,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h09m12.45s,137.3018782,+25d04m15.89s,25.0710794,40.47769,202.05552,8.30509,132.27953,9.2212322,6.0011,-7.00128,1066.95,0.901951,17.647,16.363,14.161,13.611,13.418,19.4654,17.1022,16.0599,15.6207,15.3484,13.423,13.43,11.799,8.965,16.0793,,15.3431,16.029,2/26/2019,2018-07,2/26/2019,0,16,1,0,0,0,0,0
1714,EPIC 251411166.01,EPIC 251411166,,,EPIC 251411166,EPIC 251411166.01,,,TIC 126239578,Gaia DR2 690144761353880192,1,FALSE POSITIVE,Yu et al. 2018,1,0,0,0,Transit,2018,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,2018-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,3.37433,,,,,,,,,,,,,,,,,,2458095.72,BJD,0,,2.3276,6.12,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4708,3.78,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h54m34.13s,133.6422031,+25d25m05.77s,25.4182681,37.38076,200.48794,7.68998,128.97652,7.8504143,-2.94368,-7.27762,1829.54,0.5118,15.534,14.565,12.666,12.071,11.987,16.967,14.9742,14.1519,13.831,13.6505,11.898,11.936,11.337,8.882,14.2673,,13.616,14.179,2/26/2019,2018-07,2/26/2019,0,16,1,0,0,0,0,0
1715,EPIC 251578729.01,EPIC 251578729,,,EPIC 251578729,,,,TIC 66714484,Gaia DR2 3686281335355851520,1,CANDIDATE,Zink et al. 2021,1,0,0,0,Transit,2021,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210902675Z/abstract target=ref>Zink et al. 2021</a>,2021-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210902675Z/abstract target=ref>Zink et al. 2021</a>,14.223889,,21.936,1.957,,,,,,,,,,,,,,,2458190.309,BJD,0,0.405,,3.6,33.65,0.1739,,,,,,,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210902675Z/abstract target=ref>Zink et al. 2021</a>,G9,5023,1.16,1.63,-0.236,[Fe/H],,4.52,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h17m25.97s,199.3582044,-01d47m04.66s,-1.7846268,60.41682,316.17872,5.92438,198.54562,5.0071093,-3.95234,-3.07411,3147.98,0.0789831,18.612,17.9301,16.509,15.836,15.674,,,,,,15.805,16.139,12.268,9.115,17.7176,,17.1795,17.689,11/19/2021,2021-09,11/19/2021,0,17,1,0,0,0,0,0
1716,EPIC 251584580.01,EPIC 251584580,,,EPIC 251584580,,,,TIC 203216124,Gaia DR2 3658535369882355712,1,CANDIDATE,Zink et al. 2021,1,0,0,0,Transit,2021,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210902675Z/abstract target=ref>Zink et al. 2021</a>,2021-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210902675Z/abstract target=ref>Zink et al. 2021</a>,10.973135,,2.67,0.238,,,,,,,,,,,,,,,2458189.63,BJD,0,0.426,,2.7,29.1,0.0351,,,,,,,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210902675Z/abstract target=ref>Zink et al. 2021</a>,K3,4940,0.7,0.82,-0.387,[Fe/H],,4.67,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h48m52.11s,207.2171095,-01d39m39.44s,-1.6609545,58.06101,330.87202,8.93182,205.86591,19.2557122,-1.56879,19.1917,381.802,2.59076,15.476,14.766,12.808,12.286,12.206,,,,,,12.101,12.131,11.855,9.221,14.3198,,13.7147,14.309,11/19/2021,2021-09,11/19/2021,0,17,1,0,0,0,0,0
1717,EPIC 251809286.01,EPIC 251809286,,,EPIC 251809286,,,,,,1,FALSE POSITIVE,Yu et al. 2018,1,0,0,0,Transit,2018,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,2018-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,9.485826,,,,,,,,,,,,,,,,,,2458097.5,BJD,0,,5.2542,15.3408,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,,,,,,,,,,,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/26/2019,2018-07,2/26/2019,0,None,1,0,0,0,0,0
1718,EPIC 251809628.01,EPIC 251809628,,,EPIC 251809628,,,,,,1,FALSE POSITIVE,Yu et al. 2018,1,0,0,0,Transit,2018,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,2018-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,7.220585,,,,,,,,,,,,,,,,,,2458099.501,BJD,0,,3.8587,5.3856,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,,,,,,,,,,,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/26/2019,2018-07,2/26/2019,0,None,1,0,0,0,0,0
1719,G 9-40 b,G 9-40,b,K2-313 b,EPIC 212048748,EPIC 212048748.01,,,TIC 203214081,Gaia DR2 684992690384102528,0,CONFIRMED,Stefansson et al. 2020,1,1,0,0,Transit,2019,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..100S/abstract target=ref>Stefansson et al. 2020</a>,2020-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,5.745912,,,,,,,,,,,,,,,,,,2458095.557,BJD,0,,0.3155,1.1328,,,,,,,,,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,3390,0.31,,,,,4.94,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h58m52.52s,134.7188514,+21d04m29.27s,21.0747961,37.03563,206.06509,3.79417,131.148,363.6302602,175.512,-318.469,27.9276,35.7781,15.477,13.821,10.058,9.433,9.19,17.28,16.0466,13.372,12.135,13.8174,,,,,12.7331,,11.5219,12.771,2/26/2019,2018-07,2/26/2019,0,16,1,0,0,0,0,0
1720,G 9-40 b,G 9-40,b,K2-313 b,EPIC 212048748,EPIC 212048748.01,,,TIC 203214081,Gaia DR2 684992690384102528,1,CONFIRMED,Stefansson et al. 2020,1,1,0,0,Transit,2019,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..100S/abstract target=ref>Stefansson et al. 2020</a>,2020-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..100S/abstract target=ref>Stefansson et al. 2020</a>,5.746007,0.0385,2.025,0.181,,,,,,,,,,,0,7.2,456,88.57,2458497.777,BJD-TDB,0,0.672,0.365,1.3368,27,0.0605,,,0,,,,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..100S/abstract target=ref>Stefansson et al. 2020</a>,M2.5 V,3348,0.31,0.29,0.04,[Fe/H],-1.971,4.93,9.9,14.11,2,29.85,14.65,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h58m52.52s,134.7188514,+21d04m29.27s,21.0747961,37.03563,206.06509,3.79417,131.148,363.6302602,175.512,-318.469,27.9276,35.7781,15.477,13.821,10.058,9.433,9.19,17.28,16.0466,13.372,12.135,13.8174,,,,,12.7331,,11.5219,12.771,1/13/2020,2020-03,1/16/2020,0,16,1,0,0,0,0,0
1721,GJ 9827 b,GJ 9827,b,K2-135 b,EPIC 246389858,,,HIP 115752,TIC 301289516,Gaia DR2 2643842302456085888,1,CONFIRMED,Niraula et al. 2017,1,3,0,0,Transit,2017,<a refstr=NIRAULA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..266N/abstract target=ref>Niraula et al. 2017</a>,2017-12,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=RICE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.3731R/abstract target=ref>Rice et al. 2019</a>,1.2089819,0.0188,1.577,0.141,4.91,0.01545,,,,,4.91,0.01545,Mass,6.93,0,,,86.07,2457738.826,BJD,0,0.4602,,1.2648,6.719,0.02396,,,,4.11,,,<a refstr=RICE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.3731R/abstract target=ref>Rice et al. 2019</a>,,4340,0.6,0.61,-0.26,[m/H],,4.66,10,,2,28.72,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,-57.18299,81.34803,2.08221,351.93542,433.6784124,376.019,216.071,29.661,33.6855,11.588,10.37,7.984,7.379,7.193,14.7056,11.1637,9.90257,13.172,9.85039,,,,,9.83773,,9.0684,10.277,8/23/2019,2019-04,8/29/2019,2,12,1,1,0,0,0,0
1722,GJ 9827 b,GJ 9827,b,K2-135 b,EPIC 246389858,,,HIP 115752,TIC 301289516,Gaia DR2 2643842302456085888,0,CONFIRMED,Niraula et al. 2017,1,3,0,0,Transit,2017,<a refstr=NIRAULA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..266N/abstract target=ref>Niraula et al. 2017</a>,2017-12,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...72R/abstract target=ref>Rodriguez et al. 2018</a>,1.2089802,0.01888,1.62,0.145,3.42,0.01076,3.41,0.01073,3.419,0.01076,3.42,0.01076,Mass,4.5,,315,1172,85.73,2457738.826,BJD-TDB,0,0.493,0.0586,1.25976,6.62,0.0242,,2457738.826,,2.84,,,<a refstr=RODRIGUEZ_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...72R/abstract target=ref>Rodriguez et al. 2018</a>,K5 V,4269,0.61,0.61,-0.5,[m/H],,4.65,,3.76,1.3,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,-57.18299,81.34803,2.08221,351.93542,433.6784124,376.019,216.071,29.661,33.6855,11.588,10.37,7.984,7.379,7.193,14.7056,11.1637,9.90257,13.172,9.85039,,,,,9.83773,,9.0684,10.277,8/23/2019,2018-02,6/21/2018,2,12,1,1,0,0,0,0
1723,GJ 9827 b,GJ 9827,b,K2-135 b,EPIC 246389858,,,HIP 115752,TIC 301289516,Gaia DR2 2643842302456085888,0,CONFIRMED,Niraula et al. 2017,1,3,0,0,Transit,2017,<a refstr=NIRAULA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..266N/abstract target=ref>Niraula et al. 2017</a>,2017-12,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=PRIETO_ARRANZ_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A.116P/abstract target=ref>Prieto-Arranz et al. 2018</a>,1.208966,0.0206,1.58,0.141,3.69,0.01161,,,,,3.69,0.01161,Mass,5.11,,256,1114,88.33,2457738.826,BJD-TDB,0,0.21,,1.281,7.23,0.02322,,,,3,,,<a refstr=PRIETO_ARRANZ_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A.116P/abstract target=ref>Prieto-Arranz et al. 2018</a>,K6 V,4219,0.62,0.64,-0.29,[Fe/H],,4.66,,,1.5,,31.95,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,-57.18299,81.34803,2.08221,351.93542,433.6784124,376.019,216.071,29.661,33.6855,11.588,10.37,7.984,7.379,7.193,14.7056,11.1637,9.90257,13.172,9.85039,,,,,9.83773,,9.0684,10.277,7/12/2021,2018-10,7/12/2021,2,12,1,1,0,0,0,0
1724,GJ 9827 b,GJ 9827,b,K2-135 b,EPIC 246389858,,,HIP 115752,TIC 301289516,Gaia DR2 2643842302456085888,0,CONFIRMED,Niraula et al. 2017,1,3,0,0,Transit,2017,<a refstr=NIRAULA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..266N/abstract target=ref>Niraula et al. 2017</a>,2017-12,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=DAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883...79D/abstract target=ref>Dai et al. 2019</a>,1.209,,1.571,0.14,4.89,0.01539,,,,,4.89,0.01539,Mass,6.9,,,,,,,0,,,,,0.02401,,,,4.1,,,<a refstr=DAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883...79D/abstract target=ref>Dai et al. 2019</a>,,4255,0.6,0.61,-0.28,[Fe/H],,4.7,,3.97,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,-57.18299,81.34803,2.08221,351.93542,433.6784124,376.019,216.071,29.661,33.6855,11.588,10.37,7.984,7.379,7.193,14.7056,11.1637,9.90257,13.172,9.85039,,,,,9.83773,,9.0684,10.277,8/23/2019,2019-09,8/29/2019,2,12,1,1,0,0,0,0
1725,GJ 9827 b,GJ 9827,b,K2-135 b,EPIC 246389858,,,HIP 115752,TIC 301289516,Gaia DR2 2643842302456085888,0,CONFIRMED,Niraula et al. 2017,1,3,0,0,Transit,2017,<a refstr=NIRAULA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..266N/abstract target=ref>Niraula et al. 2017</a>,2017-12,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=NIRAULA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..266N/abstract target=ref>Niraula et al. 2017</a>,1.208957,0.02,1.75,0.156,,,,,,,,,,,,,1044,85.08,2457738.827,BJD,0,0.57,,1.63,6.68,0.0246,,,,,,,<a refstr=NIRAULA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..266N/abstract target=ref>Niraula et al. 2017</a>,K6 V,4255,0.65,0.66,-0.28,[Fe/H],,4.7,,,2,16.9,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,-57.18299,81.34803,2.08221,351.93542,433.6784124,376.019,216.071,29.661,33.6855,11.588,10.37,7.984,7.379,7.193,14.7056,11.1637,9.90257,13.172,9.85039,,,,,9.83773,,9.0684,10.277,8/23/2019,2017-12,11/2/2017,2,12,1,1,0,0,0,0
